citingPaperId,citedPaperId
4c789b62-a90f-4c91-b8f8-00497fc3e07c,54e8896f-f63a-4af5-ba27-2967661dfbee
4c78affe-d96f-4c77-98c1-af71253e2ca1,66947e74-0491-4cb8-a5da-6333660996f9
4c7efd3a-da43-49e8-84d6-36b9a9d414b1,6999cd75-fd74-491e-997b-b76dc1006f46
4c80004b-77b5-4632-bc14-93002e7f014a,61a816f7-402f-4167-8295-4b466c916be2
4c8309f7-28be-429e-834d-780b293c3390,5f8feb36-c7b6-4d23-a118-00b59f962f95
4c8309f7-28be-429e-834d-780b293c3390,6b3483b2-504d-454e-8f03-e58ad4c7f4b0
4c859183-ef97-49be-ba88-e096def9acf2,565b6f0e-baed-4aa2-b1dc-9d25b5157778
4c86b2cb-132e-4ac8-8a27-f53c14d623f9,5b93fd19-ba56-427e-a831-476ff718ef22
4c8af4bd-5266-4117-81f7-78bd10068354,5a3bebf0-856d-47c7-84b8-7725b1037c3c
4c8af4bd-5266-4117-81f7-78bd10068354,5de99dee-6647-4ebf-b20b-fe970cfd062b
4c93b314-b5b2-4fe0-89af-14ed45d84f8b,5ba5a667-d1ba-4a16-a06b-f39f13ad1163
4c98573e-dc28-4627-902a-705b26b94ea9,4d8c4a8c-f7f0-4063-a576-e28326f6ced3
4c98573e-dc28-4627-902a-705b26b94ea9,671e5d42-1d88-4e24-9b2f-ac6c5e73db2a
4c9ab177-77f7-42a1-8510-72b4109f17b3,5483eb4a-a93e-460f-87f0-844c80ef6061
4c9ab177-77f7-42a1-8510-72b4109f17b3,6a752c9f-ffff-45ad-8f7c-40462599d861
4c9b2181-751e-4dbd-a403-aba0aacfd093,4ed8b7c8-ade6-4a3f-9f71-52e8e700f242
4c9e196e-6196-4e5a-9f0a-107ed3c74ae9,4f15c76d-6b42-4176-8eeb-04df86ffbaa7
4c9e196e-6196-4e5a-9f0a-107ed3c74ae9,60469fa8-4b4c-4146-857f-abd99a747051
4c9f8a2c-d3e7-43b9-a778-d7d172d5e337,4d83b75c-9f41-478e-86ff-b4ad47a2c347
4ca0fb7c-6479-4a59-bffa-fb276d33c1ef,5a288a44-6a99-4c51-8aac-d7b348f048cc
4ca1b4db-822b-4668-8a2f-b28246850b14,69b140af-5765-44e0-837a-efb0f3dd440e
4ca3597c-64ba-4831-b4c3-9b947a16fbf0,4df004e1-b013-4da9-8157-0999add3a12b
4ca743b2-722d-4ca3-a223-8bc63de0b5c4,59caafcf-af97-4fcf-b3ef-7f210b295cc1
4ca743b2-722d-4ca3-a223-8bc63de0b5c4,5a502d2d-d7fb-450c-b4b2-736525eef848
4ca743b2-722d-4ca3-a223-8bc63de0b5c4,6255cf5f-7424-4901-865e-dbf19ee82998
4caa2348-6792-4ce4-aff8-f0e2081a6b33,6b3483b2-504d-454e-8f03-e58ad4c7f4b0
4cad50d5-d6d1-4d20-bf6e-fbb9084d8200,4ed0f817-222b-428d-a923-51d1480aa31a
4caddb32-d8cf-4f5b-b32a-bf3e64133ecf,6ad3d281-3547-4f59-9642-b943c17a1549
4cb1a464-0cba-4eed-a29c-48e7d54086e4,6a78663f-a1fa-42cb-aeb2-629006888e14
4cb2f8d6-892a-4505-8ace-ab9a5ae6ccd7,6acdadd8-d600-432b-a16f-b73178eea9ab
4cb34b17-5c8d-4fc3-a863-a1b83002c67f,504b0716-052f-443a-a1aa-9989fce2039f
4cb34b17-5c8d-4fc3-a863-a1b83002c67f,666c0a78-4800-449e-b931-89293c2aff8c
4cb7242c-b212-44e7-b211-f5cf9a89ecab,4db07e17-cfcf-4e62-bec4-9a5581bc4dce
4cbc7b46-4884-4f00-a9de-31364479cd89,64859ee4-7e72-4a0e-bb2f-a4ba56cb2358
4cbc7b46-4884-4f00-a9de-31364479cd89,694f8049-f236-457c-90c6-c2ab9815685d
4cbf425b-426a-4c71-9327-aab6062880c6,52ead68c-efd9-471e-b4b5-406ca4d1e5f6
4cc0791a-d37b-44af-b364-8523a5448739,5d9e566b-1c1b-4cba-b4e7-c7a6272212b5
4cc10aa0-0832-4be1-919e-4627078de7ab,651936ef-858b-4042-9c6f-19636941b49d
4cc23604-dea8-4ed7-b167-bb19b7ad1db4,4f4b4cde-624a-408d-8abc-868d52428fc7
4cc5db61-378f-47b2-ad2b-af7e6bac279f,64515064-ad09-4c36-8d40-b7f7ff8402ea
4cc882ee-6124-4e3b-8be1-4f98ad02a41e,66599a77-7fec-4aa1-8260-5a417f7fbc89
4cce985b-b89b-49dd-a96d-539f392b6915,5c74d958-51b7-47ac-b1d2-37b85fdb7c1e
4cdc6a66-d096-4a83-8347-b403b2c5d549,64ff61b0-aecc-408b-9da4-8f2b5defe143
4cdf0507-0c23-490a-aa7a-8234abc167de,5ced8cc8-e26b-404f-a3ff-207af45e9592
4cdf889d-7e1a-4c45-8f32-c7c183d55a71,6b7a081a-c05c-4a8a-9967-24bbc028bba1
4ce152fb-7b46-4d96-b205-9032df1f1031,60f3e226-b104-4ef4-ade8-06f7b4120c55
4ce1d729-e666-4546-b918-13717eb97618,66143cd6-c4ce-4c85-ae52-4ffa0c1cd8bc
4ce589c7-b12c-4c4e-bb59-37c292e999a6,4c486b51-f5b9-4353-8af6-9ce9ce6d340c
4ce80cdc-1fb3-4a8a-ab18-197ff741d93f,5b93fd19-ba56-427e-a831-476ff718ef22
4ceac340-f221-4c48-9961-4bee4a98a2b9,56cd3fdb-73ff-431e-8945-d673f9469f33
4cefb011-91ae-473b-acf1-a7754e70e94d,5614b526-76b1-45a5-a160-b1b1f9aedd53
4cf0228f-eab7-4e37-bf96-ade844559264,5d1c1331-1509-416a-81a3-a325998a2fbf
4cf6bdcd-1423-4087-9030-931601a0ebb9,4c859183-ef97-49be-ba88-e096def9acf2
4cf6bdcd-1423-4087-9030-931601a0ebb9,565b6f0e-baed-4aa2-b1dc-9d25b5157778
4cf6bdcd-1423-4087-9030-931601a0ebb9,6a78663f-a1fa-42cb-aeb2-629006888e14
4cf9cca8-79f9-4920-83bd-64730e4dea79,5e311d7c-9098-46b1-bcee-a00a9d91aa1f
4cfc28a4-b309-449c-be66-a660f51b1d69,5162b821-c4a6-481c-968f-d0c3c2041626
4cfe2ee0-49ca-4f14-aefe-b3cdcf0c5f90,5cf54904-ad82-490f-a4b3-e359e965d290
4d011f2e-6042-40fb-be4c-cdcc3df2d410,51079c06-4d89-4aa7-af8c-6ab885b06668
4d017505-2dae-4f2d-a5b4-ff97920fbf69,5367c67f-367f-4879-9b27-48ab9a16e364
4d017505-2dae-4f2d-a5b4-ff97920fbf69,6684f7ed-f42c-4cdb-9c18-52d5642b23fd
4d058365-1e30-4575-878d-731937e833c4,569b777f-eb40-4fa8-9567-c5844c8c3522
4d06ddbe-3427-402c-9e76-bf153b8c7232,65390928-d185-4067-80fc-88d8fdc9ba51
4d0a1b85-f53b-41c5-ae54-8aa4d02abefc,5bf59499-322b-4b0d-b422-a10ee466fc29
4d0a5db3-b222-46bf-a219-3d8efc90322c,58f71435-c85c-4840-88c1-9038d95d9310
4d0a5db3-b222-46bf-a219-3d8efc90322c,62b39f60-2702-4cca-8097-0f4461e0a684
4d0a5db3-b222-46bf-a219-3d8efc90322c,644e1d19-4742-4e75-ab3c-8615bdcfd3bd
4d0a9ca9-3514-4463-826a-13fa0784db01,4af52a40-5d92-40c5-a7b7-546b8f2f7ff6
4d0aeef3-25df-43bf-b85f-3020daf6631b,5538b634-04f3-4d09-bb4e-90055817e3b1
4d0aeef3-25df-43bf-b85f-3020daf6631b,5e738897-82a0-4580-9e30-ba1d2e120933
4d0aeef3-25df-43bf-b85f-3020daf6631b,64859ee4-7e72-4a0e-bb2f-a4ba56cb2358
4d0c2376-418d-4795-ac37-719dfd27f6ad,5b93fd19-ba56-427e-a831-476ff718ef22
4d0d88b1-0bc6-4fd8-9835-11e69b0a0fd5,4f40466e-a5d7-48e8-b2ab-ba6ea5b2897e
4d0d88b1-0bc6-4fd8-9835-11e69b0a0fd5,569e9aad-78d5-44bb-9ca4-49824fc1733b
4d16788b-1be5-40ee-8faa-556ba94335f0,65c4439f-8652-493b-abe0-ab849526207f
4d263717-633f-48bf-a9c3-504b52628d57,5e9a747f-c87e-4cd4-986f-7fe13a29cabe
4d2a2e62-4502-4674-a861-5e6f04030757,53922fb4-b8ce-41b8-a1d3-7dc3b453775d
4d2dd3c4-c768-4c9d-a94f-de7c15cfd02d,651dfcfa-6eb3-4f74-988d-5a79b42243a0
4d319a8d-1794-444f-bb07-3f8ca67625b3,621d1071-8350-4386-b1e8-519c4dfa8c5d
4d3530b0-ce44-4f65-802a-13473987eee2,5de99dee-6647-4ebf-b20b-fe970cfd062b
4d3ef48a-f35f-4319-a666-e748a287621b,56cd3fdb-73ff-431e-8945-d673f9469f33
4d48a0e2-ad3c-4c91-bb48-bc28f812cc40,4f40466e-a5d7-48e8-b2ab-ba6ea5b2897e
4d4adc95-1cb4-4b11-8f36-3974b3ca962d,6204dff0-340d-4e1f-8cd9-5dd639054da6
4d50a0c1-ac2b-45a3-986e-09531e6d16b3,5f050e99-de77-4719-b9d0-c1664ecb6caa
4d55e303-e80b-4d12-a513-14adac09bb2c,6a0f2420-77f5-40bb-bdfd-d03e17408ae5
4d57db10-80f4-4553-a650-77ca90334dc9,5691f4e8-8f10-4cf2-879c-d36c23b36ce4
4d5c2ca2-94b3-4b1a-8c32-43129cdd2f25,56cd3fdb-73ff-431e-8945-d673f9469f33
4d60cc0a-b176-4e3e-bc14-3a845cc78066,5ba5a667-d1ba-4a16-a06b-f39f13ad1163
4d66c5fb-27df-47df-9750-ccadbf71278e,55aca14a-cdba-4c38-bf58-d79f4be8d6ff
4d6a61df-2da9-4a10-8943-f79e004ed68c,67295724-ea11-43d6-9c78-54c216bcb059
4d6de7aa-e2a9-4b8a-b32f-0911a0650ac6,569b777f-eb40-4fa8-9567-c5844c8c3522
4d777257-5566-4257-8786-34610fee4099,4f100565-25a4-423b-b92a-94f86aaeb70a
4d777257-5566-4257-8786-34610fee4099,6289c061-cfd8-45f1-baab-8b86acf20d3a
4d777257-5566-4257-8786-34610fee4099,64095a38-0b32-4735-bbfd-049d65d5b84c
4d794cf9-b2be-4088-85b0-add4e4731246,59205f23-67b0-4494-a4e0-f921f21dc306
4d7d646b-dac0-4e2f-8e58-8ce2aa2ba6dd,57fb791a-e1b5-4e50-ad27-692db32dd459
4d7fd6e6-af51-431d-ac21-e857c4a50bff,542de443-0763-4cd3-93d1-ab8cace0afe0
4d827817-f2e1-4ec7-8e83-6de59ece8e69,4e8ebf50-0d63-436f-b03d-7a6e7e5871e4
4d827817-f2e1-4ec7-8e83-6de59ece8e69,67cfb6a4-846a-4f7d-9fca-1fc9337663cd
4d83b75c-9f41-478e-86ff-b4ad47a2c347,53316859-7ddb-4af8-a71e-8846111d4fcb
4d83b83a-46b8-4e12-b8d8-bed2b9190fef,67cfb6a4-846a-4f7d-9fca-1fc9337663cd
4d8469bb-1f78-4cf7-aab3-11836c724489,51542357-8edb-49cd-b041-c90fb48ce9d4
4d8469bb-1f78-4cf7-aab3-11836c724489,54c7d90c-5596-422f-a4e2-53f98ab6b48f
4d867be0-5a55-409a-b017-be707e74facb,62873630-5a62-4537-81d2-d7799ceecf2c
4d86a189-97fd-4b1e-a8c7-c9be049e41f4,4ad974cf-4c34-44c7-9587-73238926679b
4d8a6cac-dad6-43fc-b2ce-12b58456880a,62815494-8398-4dd1-a896-578b21e833cf
4d8a8602-c3d6-455f-b37b-d650db0f6634,5de99dee-6647-4ebf-b20b-fe970cfd062b
